"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"FLO'S KITCHEN #2 INC.","FLO'S ON PULASKI","1309 Pulaski","Peru","IL","613542305","La Salle","200701278","Establishment","11/17/2020",
"FLO-IN CORP.","Fox Hole Pizza","3308 W. Elm St.","McHenry","IL","60050","Mchenry","140702926","Establishment","05/28/2015",
"FLYIN' LION, LLC","HURRICANE'S BAR & GRILL","222 WEST MAIN","COLLINSVILLE","IL","62234","Madison","140703641","Establishment","11/20/2014",
"FM Garden, LLC","Village Garden","1517 W Main St","Salem","IL","62881","Marion","200700189","Establishment","09/17/2020",
"FMHPB, Inc.","Highland Park Bowl","4204 Avenue of the Cities","Moline","IL","61265","Rock Island","160703627","Establishment","05/25/2017",
"FMRC7 INCORPORATED","Maxwell Street of Crestwood","13326 S. CICERO AVE","CRESTWOOD","IL","60445","Cook","180700342","Establishment","09/14/2018",
"FMRM4 Incorporated","Fajitas Mexican Restaurant Of Mokena","19118 88th Ave","Mokena","IL","60448","Will","150703303","Establishment","11/06/2015",
"FOLEY ENTERPRISES INC.","High Point Golf","309 Highpoint Dr","Essex","IL","609356151","Kankakee","200700573","Establishment","09/17/2020",
"FOOD MART CAFE INC.","Food Mart Cafe","609 E 15th St ","Centralia","IL","62801","Marion","220700191","Establishment","04/28/2022",
"FORE GOLF LLC","PRAIRIE ISLE GOLF COURSE","2216 ROUTE 176","PRAIRIE GROVE","IL","60014","Mchenry","150700986","Establishment","11/06/2015",
"FORE GOLF LLC","BOONE CREEK GOLF CLUB","6912 Mason Hill Rd","Bull Valley","IL","60050","McHenry","160701512","Establishment","07/20/2016",
"Fore, LLC","Deer Valley Golf Club","3298 Hoover Rd","Deer Grove","IL","61243","Whiteside","120711782","Establishment","02/26/2014",
"Fore-Way Challenge Course, Inc.","Fore-Way Challenge Course","16041 N. 1000th St.","Effingham","IL","62401","Effingham","160700658","Establishment","04/21/2016",
"Fork Restaurant Group Alton, LLC","Ruby's VI","702 E. Broadway ","Alton","IL","62002","Madison","160702781","Establishment","10/07/2016",
"Fork Restaurant Group Belleville, LLC","Ruby's VIII","3030 Frank Scott Pkwy W Ste 10","Belleville","IL","62223","St. Clair","160700647","Establishment","04/21/2016",
"Fork Restaurant Group Fairview Heights, LLC","Ruby's VII","4652 N. Illinois Hwy 159","Fairview Heights","IL","62208","St. Clair","160700646","Establishment","06/02/2016",
"Fork Restaurant Group Kewanee, LLC","Ruby's XIII","150 E. South St. Ste J","Kewanee","IL","61443","Henry","170701820","Establishment","09/21/2017",
"Fork Restaurant Group Mt Vernon 2 LLC","Ruby's","411 S. 42nd St.","Mount Vernon","IL","62864","Jefferson","170704199","Establishment","03/07/2018",
"Fork Restaurant Group Ottawa, LLC","Ruby's XIV","2717 Columbus St. STE B","Ottawa","IL","61350","La Salle","170702416","Establishment","09/21/2017",
"Fork Restaurant Group Silvis, LLC","Emma's Eatery","2001 5th St. Ste 5","Silvis","IL","61282","Rock Island","170701786","Establishment","06/28/2017",
"Fork Restaurant Group St Clair County, LLC","Gem's I","3030 Frank Scott Pkwy West Suite 4","Belleville","IL","62223","St. Clair","180702428","Establishment","11/02/2018",
"Fork Restaurant Group Swansea 2, LLC","Gem's 2","2623 N. Illinois St.","Swansea","IL","62226","St. Clair","190700358","Establishment","06/13/2019",
"Fork Restaurant Group Swansea, LLC","Ruby's XI","2708 N. Illinois St.","Swansea","IL","62226","St. Clair","160700229","Establishment","04/21/2016",
"Fork Restaurant Group Waterloo, LLC","Ruby's X","949 N Illinois Rte 3","Waterloo","IL","62298","Monroe","160700227","Establishment","04/21/2016",
"Fork Restaurant Group Wood River, LLC","Ruby's IX","891 E. Edwardsville Rd","Wood River","IL","62095","Madison","160701338","Establishment","06/02/2016",
"FORRESTON GAS AND FOOD INC.,","FORRESTON GAS AND FOOD INC","209-211 N Walnut Ave.","Forreston","IL","61030","Ogle","220703391","Establishment","02/09/2023",
"Forsees Inc.","Berta's Tap","616 Clinton St.","Ottawa","IL","61350","La Salle","120708871","Establishment","05/23/2013",
"FORTUNE PLUS CARPENTERSVILLE LLC","FORTUNE'S CAFE","2164 RANDALL RD","CARPENTERSVILLE","IL","60110","Kane","220700373","Establishment","04/28/2022",
"FORTUNE PLUS LLC","FORTUNE'S CAFE","139 W IRVING PARK RD","STREAMWOOD","IL","60107","Cook","180703765","Establishment","06/13/2019",
"FORTUNE PLUS MELROSE PARK LLC","FORTUNE'S CAFE","137 1/2 N 19TH AVE","MELROSE PARK","IL","60160","Cook","220701456","Establishment","07/28/2022",
"FORTUNE PLUS OSWEGO LLC","FORTUNE'S CAFE","2758 US HIGHWAY 34","OSWEGO","IL","60543","Kendall","200702630","Establishment","03/10/2021",
"FORTUNE PLUS SOUTH ELGIN LLC","FORTUNE'S CAFE","1275 W SPRING ST","SOUTH ELGIN","IL","60177","Kane","210701725","Establishment","10/20/2021",
"FOS, Inc.","Casey's Pub","7307 North Alpine Road","Loves Park","IL","61111","Winnebago","120700492","Establishment","09/20/2012",
"Foss Park District","Foss Park Golf Course","3124 Argonne Drive","North Chicago","IL","60064","Lake","120708003","Establishment","03/20/2013",
"Four Coynes, Inc.","Four Coynes","302 Nippersink","Round Lake","IL","60073","Lake","120701407","Establishment","10/18/2012",
"Four Roses NL Inc.","Vino","647 E. Lincoln Hwy","New Lenox","IL","60451","Will","200702270","Establishment","04/21/2021",
"Four Siblings, LLC","Woodstock Lounge","638 E. Broadway","Alton","IL","62002","Madison","120700641","Establishment","10/18/2012",
"Four Sons Enterprises, Inc.","The Outage","1206 Chestnut Street","Ottawa","IL","61350","La Salle","120705948","Establishment","12/20/2012",
"FOUR STAR BAR & GRILL INC.","FOUR STAR BAR & GRILL INC","300 EAST 11TH AVE","MONMOUTH","IL","61462","Warren","120704193","Establishment","12/20/2012",
"Four Star Campground Inc.","Four Star Campground Inc.","2776 E 2625th Rd","Marseilles","IL","61341","La Salle","180701444","Establishment","11/02/2018",
"Four Star Family Restaurant, Inc.","Four Star Family Restaurant","1100 N. State Hwy 121","Mount Zion","IL","62549","Macon","160701487","Establishment","07/20/2016",
"Four Stooges LLC","Jackpot Jill's","4 Circle St","Zeigler","IL","62999","Franklin","210701742","Establishment","09/09/2021",
"Four Stooges LLC","Jackpot Jill's","204B S 4th St","Elkville","IL","62932","Jackson","220702683","Establishment","10/27/2022",
"Fourth Street Bar & Grill, Inc.","Fourth Street Bar & Grill, Inc.","301 S. Moore","Waterloo","IL","62298","Monroe","140702915","Establishment","10/27/2014",
"Fox - Cafe, LLC","Honey's Cafe","8546 S. Cicero Ave","Burbank","IL","60459","Cook","170703122","Establishment","03/07/2018",
"Fox Creek Bourbon Barrel LLC","Fox Creek Bourbon Barrel","18506 N Mississippi River Road","Hamburg","IL","62045","Calhoun","210703027","Establishment","12/08/2021",
"FOX LAKE CC, LLC","FOX LAKE COUNTRY CLUB","7220 STATE PARK ROAD","FOX LAKE ","IL","60020","Lake","190702328","Establishment","01/30/2020",
"FOX'S ON WOLF, INC.","FOX'S ON WOLF","11247 WEST 187TH STREET","MOKENA","IL","60448","Will","160701986","Establishment","07/20/2016",
"Fox's Orland Park Restaurant And Pub Inc.","Fox's Orland Park Restaurant & Pub","9655 W 143rd St.","Orland Park","IL","60462","Cook","180703317","Establishment","01/30/2019",
"Fox's Pizza Inc.","Fox's Pizza Inc","403 N Main","Wilmington","IL","60481","Will","210700740","Establishment","07/28/2022",
"Fozzy's LP, Inc.","Fozzy's Bar & Grill","6246 E. Riverside Blvd.","Loves Park","IL","61111","Winnebago","170700324","Establishment","11/02/2018",
"FP Barrelhead, LTD.","The Barrel Head","1577 Wabash Ave","Springfield","IL","62704","Sangamon","130705337","Establishment","01/15/2014",
"FPS LLC","Enchanted Castle","1103 S. Main St","Lombard","IL","60148","Dupage","190701410","Establishment","11/07/2019",
"Francis Jackson","Big D Food, Liquor & Video","512 West Van Buren Street","Clinton","IL","61727","De Witt","170703544","Establishment","11/16/2017",
"FRANCO'S CUCINA, INC.","Franco's Cucina, Inc.","1550 Bourbon Parkway","Streamwood","IL","60107","Cook","180701975","Establishment","09/14/2018",
"Frank and Lou's Entertainment Inc.","Hawthornes Backyard Bar & Grill","1200 W Hawthorne Lane","West Chicago","IL","60185","DuPage","220700085","Establishment","07/28/2022",
"Frank Eugene Colston","The Corner","110 Rt. 50 East","Beckemeyer","IL","62219","Clinton","120701340","Establishment","09/20/2012",
"FRANK GF INC.","Crazy Pour","105 E NORTH AVE","VILLA PARK","IL","60181","DuPage","130700397","Establishment","09/19/2013",
"Frank-Ciao Bella LLC","The Pomodoro","6500 E. Riverside Blvd","Loves Park","IL","61111","Winnebago","200702856","Establishment","06/09/2021",
"FRANKIE'S BEEF INC.","FRANKIE'S BEEF & PASTA","5721 W 95TH ST","OAK LAWN","IL","60453","Cook","180701090","Establishment","09/14/2018",
"Frankie's Brewhaus, Inc.","Brewhaus, Inc.","617 E Washington St","Springfield","IL","62701","Sangamon","160700434","Establishment","07/20/2016",
"Frankie's Pizzeria L.L.C.","Frankie's Pizzeria ","6935 11th St, Suite 1","Rockford","IL","61109","Winnebago","220701715","Establishment","07/28/2022",
"FRANKIE'S TAP, INC.","Frankie's Tap Inc","2200 S Route 59 Suite 6","Plainfield ","IL","60586","Will","180702294","Establishment","01/30/2019",
"Frankies, LLC","Little Jimmy's Bar","2105 Bloomingdale Rd","Glendale Heights","IL","60139","Dupage","210702307","Establishment","03/10/2022",
"FRANKS PLACE, INC.","FRANKS PLACE","6353 W 79TH ST","BURBANK","IL","60453","Cook","130703310","Establishment","04/23/2015",
"Franny's, Incorporated","Franny's","2136 North 8th Street","Springfield","IL","62702","Sangamon","120706340","Establishment","01/24/2013",
"Franpo, Inc.","Frank's Pizza","14331 S.  Western Ave.","Dixmoor","IL","60406","Cook","120700471","Establishment","08/22/2013",
"Franzrigo, Inc.","Gobbie's","219 N Main Street","Galena","IL","61036","Jo Daviess","120702202","Establishment","09/20/2012",
"FREAK INC.","THE RITZ","215 N RANDOLPH ST ","Macomb","IL","61455","Mcdonough","130700879","Establishment","11/21/2013",
"Fred and Scottmo Enterprises, LLC","Luke's Bar & Grill","112 W Adams Ave","Altamont","IL","62411","Effingham","170702964","Establishment","11/16/2017",
"Fred Mills Club Inc.","Fred Mills Club Inc","7132 Marine Rd","Edwardsville","IL","62025","Madison","200702855","Establishment","07/14/2021",
"FREDDY'S GRAB-N-GO LLC","FREDDY'S GRAB-N-GO LLC","410 South Macoupin Street","Gillespie","IL","62033","Macoupin","180702746","Establishment","11/02/2018",
"Frederick West","Happy's Super Service","111 East Dakota Street","Spring Valley","IL","61362","Bureau","180703303","Establishment","01/30/2019",
"Frederking's Eagles Nest, Inc.","Frederking's Eagles Nest, Inc.","120 W Front St.","Addieville ","IL","62214","Washington","150704220","Establishment","01/28/2016",
"Freeda's On Main, LLC","Freeda's Bar","2071 Main St.","Renault","IL","62279","Monroe","180702256","Establishment","09/14/2018",
"Freedom Oil Company","Freedom Oil Co","601 W. Main St","El Paso","IL","61738","Woodford","170702121","Establishment","08/24/2017",
"Freedom Oil Company","Freedom Oil Company","1023 N. Main St.","Creve Coeur","IL","61610","Tazewell","180703516","Establishment","04/18/2019",
"Freedom Oil Company","Freedom Oil Company","1102 W. Main St.","Lexington","IL","61753","McLean","170702622","Establishment","09/21/2017",
"Freedom Oil Company","Freedom Oil Company","402 North Main Street","Toluca","IL","61369","Marshall","180700148","Establishment","08/02/2018",
"Freedom Oil Company","Freedom Oil Company","101 S Business 51","Assumption","IL","62510","Christian","180700055","Establishment","02/09/2018",
"Freedom Oil Company","Freedom Oil Company","957 W. Reynolds St.","Pontiac","IL","61764","Livingston","170700127","Establishment","03/23/2017",
"FREEH'S, INC.","Freeh's Again","21520 Main St.","Matteson","IL","60443","Cook","130703782","Establishment","12/19/2013",
"Freeman's Tavern, Inc.","Freeman's Tavern","108 W. Main Street","Royal","IL","61871","Champaign","150703569","Establishment","01/28/2016",
"Freeport Lanes, Inc.","4 Seasons / Jumpin Joe's","1100 W Galena Ave","Freeport","IL","61032","Stephenson","120709451","Establishment","01/24/2013",
"Freeport Lanes, Inc.","Eilert's","1100 W. Galena Ave., Suite #2","Freeport","IL","61032","Stephenson","140700356","Establishment","05/29/2014",
"Friday's South Inc.","Friday's South","106 East Main","Collinsville","IL","62234","Madison","120700389","Establishment","05/23/2013",
"Friday's South inc.","The Red Bar","416 Beltline Road","Collinsville","IL","62234","Madison","120701244","Establishment","05/23/2013",
"Friday's South Inc.","Friday's South","624 South Illinois","Belleville","IL","62220","St. Clair","120701246","Establishment","06/20/2013",
"Frieden USA Inc.","Jazzy's Spot","870 W Lincoln HWY","Dekalb","IL","60115","Dekalb","150700603","Establishment","05/28/2015",
"Friedman Enterprises, Inc.","Bannerman's Sports Grill","858 South Route 59","Bartlett","IL","60103","Dupage","120702196","Establishment","10/18/2012",
"Friendly Bar of Assumption Inc.","Kim's Friendly Bar","302 South North Business 51 Suite B","Assumption","IL","62510","Christian","150703425","Establishment","11/06/2015",
"Friendly Inc.","Friendly Tap","6733 Roosevelt Rd","Berwyn","IL","60402","Cook","120707756","Establishment","01/24/2013",
"FRIENDLY VALLEY TAVERN, INC.","FRIENDLY VALLEY TAVERN","3708 N MEADOWBROOK ROAD","PEORIA","IL","61604","Peoria","220702879","Establishment","12/08/2022",
"FRIENDS CIRCLE CLUB, INC.","Friend Circle Club","701 18th Ave","Moline","IL","61265","Rock Island","120702281","Establishment","02/26/2014",
"Friends Liquor and Bar Inc.","Hotel Lincoln Inn","1750 5th St.","Lincoln","IL","62656","Logan","190701048","Establishment","08/08/2019",
"FRITZ'S, LTD.","Fritz's Saloon","225 South State Street","Manhattan","IL","60442","Will","120701261","Establishment","09/20/2012",
"Front Square, Inc.","J.W. Hollstein's","17358 S. Oak Park Avenue","Tinley Park","IL","60477","Cook","140700263","Establishment","04/30/2014",
"Frothy Bottom LLC","Frothy Bottom Bar","103 West Lincoln Street","New Holland","IL","62671","Logan","220702546","Establishment","03/16/2023",
"FSC LEMONT LLC","Next-Mex","319 FRONT STREET ","LEMONT","IL","60439","Cook","120703720","Establishment","10/18/2012",
"FSI Motorsports, LLC","Willow Pond","808 Golf Course Rd.","Rantoul","IL","61866","Champaign","130702872","Establishment","11/21/2013",
"FUEHNE'S TAVERN, INC.","FUEHNE'S TAVERN","308 E. MAIN ST.","DAMIANSVILLE","IL","62215","Clinton","120705420","Establishment","03/20/2013",
"FULGENZI'S PIZZA & PASTA, INC.","FULGENZI'S PIZZA & PASTA","1168 Sangamon Ave.","Springfield","IL","62702","Sangamon","120710239","Establishment","06/20/2013",
"FULL CIRCLE PARTNERS, LLC","NEAT KITCHEN AND BAR","246 N. CASS AVE","WESTMONT","IL","60559","Dupage","200700150","Establishment","06/11/2020",
"FULL HOUSE CBB, LLC","FULL HOUSE CBB, LLC","103 West Main Street","Maroa","IL","61756","Macon","170703713","Establishment","01/09/2018",
"Full House Slots, LLC","Full House Slots, LLC","8104 Old Route 13","Marion","IL","62959","Williamson","170703105","Establishment","11/16/2017",
"Full Throttle Thursday's Inc.","Full Throttle Thursday's","15875 Shipman Rd","Carlinville","IL","62626","Macoupin","120700357","Establishment","01/24/2013",
"Full Throttle, Inc.","The Throttle Bar & Grill","3308 N. Main St.","East Peoria","IL","61611","Tazewell","170701714","Establishment","02/09/2018",
"FUND 01235 L.L.C.","Savanna Inn & Suites","101 Valley View Drive","Savanna","IL","61074","Carroll","160702660","Establishment","01/26/2017",
"Fuzion Casual Bar & Grill Inc.","Fuzion Casual Bar & Grill","200 North Washington Street","Rochelle","IL","61068","Ogle","180703597","Establishment","01/30/2020",
"Fuzz Jay & Zach's Aces & Eights, Inc.","Fuzz Jay & Zach's Aces & Eights, Inc.","1507 Old State Route 13/127","Pinckneyville","IL","622743491","Perry","190701158","Establishment","08/08/2019",
"FUZZY'S BAR, INC.","FUZZY'S BAR","853 E. FAIRCHILD","DANVILLE","IL","61832","Vermilion","130704888","Establishment","01/15/2014",
"Fuzzy's, Inc.","Fuzzy's Tavern","106 N Front St","Cobden","IL","62920","Union","130704559","Establishment","09/23/2014",
"FYJ LLC","FYJ LLC","340 E 167th St","Harvey","IL","60426","Cook","170700165","Establishment","04/21/2017",
"G & A ENTERTAINMENT INC.","G & A Entertainment Inc","2502 North 45th Street","Fairmont City","IL","62201","St. Clair","170702464","Establishment","08/24/2017",
"G & C 2015, INC.","PARIS 21","12371 DERBY ROAD, UNIT G","LEMONT","IL","60439","Cook","150700583","Establishment","04/23/2015",
"G & C GYROS, INC.","NICKY'S GYROS","2050 SIBLEY BLVD","CALUMET CITY","IL","60409","Cook","210703113","Establishment","04/28/2022",
"G & D's Bar, Inc.","Saloon 2","1827 E Washington St","Joliet","IL","60433","Will","120707000","Establishment","04/18/2013",
"G & E RISTORANTE INC.","CINNAMON PANCAKE HOUSE II","800-802- N LAFOX ST ","SOUTH ELGIN","IL","60177","Kane","180704057","Establishment","04/18/2019",
"G & H Office, Inc.","Office Lounge","21. N. Church St.","Belleville","IL","62220","St. Clair","160703526","Establishment","12/14/2016",
"G & L Inn, Inc.","Van's Maplewood Inn","12432 South Maple Avenue","Blue Island","IL","60406","Cook","120707438","Establishment","05/23/2013",
"G & Y Restaurant Corp.","Just Us Sports Bar","8501 S 88th Ave","Justice","IL","60458","Cook","120705583","Establishment","05/23/2013",
"G and D Food and Brew, Inc.","Jimmy's Pub","32 Sinsinawa Ave","East Dubuque","IL","61025","Jo Daviess","120701414","Establishment","09/20/2012",
"G AND G VALLEY RIDGE LLC","Valley Ridge Golf Course","40150 N. IL Route 59","Antioch","IL","60002","Lake","190703828","Establishment","01/27/2021",
"G C Grant Investment, Inc.","Tailwinds Steakhouse","200-202 East South 2nd","Findlay","IL","62534","Shelby","220703415","Establishment","03/16/2023",
"G Cubed, Inc.","Schooners","810 E. Grove St.","Bloomington","IL","61701","Mclean","120700777","Establishment","12/20/2012",
"G R P Corporation","GRP Corporation","599 Water St","Cahokia Heights","IL","62206","St. Clair","220701049","Establishment","10/27/2022",
"G&G PANTRY INC.","DELHI BELLY","1016 SHERIDAN ROAD","WINTHROP HARBOR","IL","60096","Lake","150701310","Establishment","07/23/2015",
"G&J Investments, Inc.","On The Rocks","2104 N. Harlem Ave.","Elmwood Park","IL","60707","Cook","130705918","Establishment","05/29/2014",
"G&R CORPORATION","Air Jiffy Lounge","3300 J David Jones Pkwy Suite B","Springfield","IL","62707","Sangamon","170700906","Establishment","05/25/2017",
"G-SQUARED GAMING, LLC","G-Squared Gaming","122 W. Saint Paul St.","Spring Valley","IL","61362","Bureau","210703024","Establishment","12/08/2022",
"G. & T. Holdings, Inc.","The Redwood Inn","204 West Gallatin Street","Vandalia","IL","62471","Fayette","120711020","Establishment","11/21/2013",
"G.A.K. Corp.","CLASSIC LOUNGE","8530 WAUKEGAN ROAD","MORTON GROVE","IL","60053","Cook","120703019","Establishment","08/22/2013",
"G.B. CONSOLIDATED INC.","THE DETOUR","1920 E. Riverside Blvd  Suite C","LOVES PARK","IL","61111","Winnebago","170700181","Establishment","03/23/2017",
"G.H.G., INC.","AURELIO'S PIZZA","15901 OAK PARK AVE","Tinley Park","IL","60477","Cook","210700215","Establishment","01/27/2022",
"G.J.P. Properties Incorporated","Grandview Jackpot","2372 East North Grand Avenue Suite A","Springfield","IL","62702","Sangamon","210702603","Establishment","10/20/2021",
"G.N.U Enterprises INC","Vela's Tap","226 E, Cass St.","Joliet","IL","60432","Will","120707216","Establishment","12/20/2012",
"G.O.B.T., INC.","GULLIVERS PIZZA","17W517 Roosevelt Rd","Oakbrook Terrace","IL","60181","Dupage","160702886","Establishment","11/03/2016",
"G7 OIL CORPORATION","B-P LEMONT","12300 ARCHER AVENUE","LEMONT","IL","60439","Cook","180701955","Establishment","01/30/2019",
"GA Gaming LLC","Lug Nutz","11 Ohio St.","East St. Louis","IL","62201","St. Clair","170701296","Establishment","06/28/2017",
"Gabbert Properties Inc.","Kirks Korner Tap","2359 Washington Rd","Washington","IL","61571","Tazewell","120703497","Establishment","12/20/2012",
"GABBY'S ON MAIN, LLC","Gabby's on the Main LLC","214 W Main St","Ava","IL","62907","Jackson","210702698","Establishment","11/18/2021",
"GABIN CAFE, INC.","GABIN CAFE","3 S. Wolf Rd. ","Prospect Heights","IL","60070","Cook","180701089","Establishment","01/30/2020",
"GAD CORPORATE ENTERPRISES, INC.","FIRE HOUSE PUB FRANKFORT","7900 W LINCOLN HIGHWAY","Frankfort","IL","60423","Will","130701735","Establishment","12/19/2013",
"GAETANO'S VAULT, LLC","Gaetano's Vault","200-212 East Main","Streator","IL","613642925","La Salle","220702216","Establishment","02/09/2023",
"Gaggle Dining Corporation","Long Shots Pub","615 W. Rand Road","Lakemoor","IL","60051","Mchenry","180700990","Establishment","09/14/2018",
"GAILBERT, INC.","Wings Etc","480 Orchard Street","Antioch","IL","60002","Lake","180701092","Establishment","09/14/2018",
"GAJANAN INC.","LUCKY JACKPOT","1020 Jackson Street","Pana","IL","62557","Christian","190701220","Establishment","11/07/2019",
"GAJANAN921 INC.","Sammy's Bar & Gaming","5506 E Wonder Lake RD","Wonder Lake ","IL","60097","Mchenry","210703681","Establishment","03/10/2022",
"GALATI'S GRILL AND PUB INC.","GALATI'S PIZZA GRILL & PUB","142 Cedar Ave","Lake Villa","IL","60046","Lake","160703131","Establishment","03/23/2017",
"Galati's Pizza & Pasta, Inc.","Galati's Hideaway","800 Feinberg Court","Cary","IL","60013","Mchenry","140703881","Establishment","05/28/2015",
"Galaxie Gaming, LLC","Galaxie Gaming LLC","1023 E North Ave","Flora","IL","62839","Clay","220702007","Establishment","10/27/2022",
"Galaxie Gaming, LLC","Galaxie Gaming LLC","834 W North Ave Unit A1-2","Flora","IL","62839","Clay","220700840","Establishment","07/28/2022",
"Galaxy Cafe & Gaming LLC","Galaxy Cafe & Gaming LLC","44W322 IL Rt 64, Unit B","Lily Lake","IL","60151","Kane","170701487","Establishment","09/21/2017",
"Galaxy Gaming, Inc","Lucy's Place II","1044 E Stanford Ave","Springfield","IL","62703","Sangamon","140702056","Establishment","06/26/2014",
"GALENA PRIME HOTELS, LLC","RAMADA GALENA","11383 W US HIGHWAY 20","GALENA","IL","61036","Jo Daviess","170701486","Establishment","08/24/2017",
"Galena Properties, LLC","Crazy Horse Saloon","629 S Crescent St.","Gilman","IL","60938","Iroquois","150701387","Establishment","05/28/2015",
"Galena Tajin, Inc.","GALENAS TAJIN MEXICAN RESTAURANT & CANTINA","124 N Commerce St","Galena","IL","61036","Jo Daviess","200701408","Establishment","03/10/2021",
"GALENA TRAIL, INC.","DRIFTERS SALOON","85 S GALENA AVE","Dixon","IL","61021","Lee","120709583","Establishment","08/22/2013",
"Galesburg Columbian Home Association","KNIGHTS OF COLUMBUS #556 ","1556 East Fremont ","Galesburg","IL","61401","Knox","120710004","Establishment","03/26/2015",
"Galesburg Properties, LLC","Best Western Prairie Inn","300 S. Soangetaha Road","Galesburg","IL","61401","Knox","120703894","Establishment","05/23/2013",
"Galesburg Wine Bar Inc.","Wines & Winners","859 North Henderson Street","Galesburg","IL","61401","Knox","180703344","Establishment","03/01/2019",
"GALLANO-CONCORDIA, LTD.","CONCORDIA LANES","1205 LOGAN AVENUE","BELVIDERE","IL","61008","Boone","120712502","Establishment","12/19/2013",
"Galva Hangout Zone Inc","Galva Hangout Zone","301 Commercial Street","Galva","IL","61434","Henry","220702945","Establishment","02/09/2023",
"Gam Kinnard, Inc.","dba Hwy 127 Saloon","414 IL Route 127","Greenville","IL","62246","Bond","180704568","Establishment","06/13/2019",
"Gamblestein And Associates LLC","Marco's Slots","7164 Cherryvale North Blvd, Suite A","Rockford","IL","61112","Winnebago","220703459","Establishment","03/16/2023",
"Gamblin' Granny's LLC","Shirley's","3351 South 6th Street Suite 2","Southern View","IL","62703","Sangamon","160702056","Establishment","08/31/2016",
"Gamblur LLC","Gamblur LLC","1232 N Green St","McHenry","IL","60050","McHenry","210700321","Establishment","09/09/2021",
"Game Over Sports Bar LLC","Game Over Sports Bar LLC","1246 W. 127th Street","Calumet Park","IL","60827","Cook","190703975","Establishment","06/11/2020",
"GAMEKEEPERS, LLC","GAMECHANGERS4FUN","25334 W EAMES ST","CHANNAHON","IL","60410","Will","220700076","Establishment","06/16/2022",
"Gametime Sports Bar & Grill Inc.","Champions Sports Bar","2049 Illinois Route 59","Plainfield","IL","60586","Will","160700129","Establishment","06/02/2016",
"GANDER INCORPORATED","Topsy's","23 W Front St","El Paso","IL","61738","Woodford","130700205","Establishment","05/23/2013",
"Ganesh 19 Inc.","Main Street Food & Liquor","220 N. Shamrock St","East Alton","IL","620241192","Madison","190703863","Establishment","06/11/2020",
"Ganesha2 Inc.","Ganesha2 Inc","1613 Saint Vincent Ave","La Salle","IL","61301","La Salle","210702674","Establishment","09/15/2022",
"Gano Athletic Club","Gano Athletic Club","5700 w 111th street ","Chicago Ridge","IL","60415","Cook","130704771","Establishment","12/19/2013",
"Ganshyam Inc.","Route Mart","120 W. Park St. Ste. A","Taylorville","IL","62568","Christian","180703885","Establishment","04/18/2019",
"Ganzpro, Inc.","Dilligaffs","226 W. Broadway","Bradley","IL","60915","Kankakee","120703340","Establishment","06/20/2013",
"Gap Entertainment, Inc.","Bar Code 111","7016 W 111th St ","Worth","IL","61482","Cook","120705521","Establishment","12/20/2012",
"GAR-EN, INC.","Pepes Tacos","6336 w 111th Street ","Chicago Ridge","IL","60152","Cook","140701143","Establishment","08/21/2014",
"GARAGE II TAVERN LLC","GARAGE II TAVERN LLC","106 West Washington Street","Edinburg","IL","62531","Christian","180703655","Establishment","01/30/2019",
"Garcia Hospitality Inc.","Pepe's Mexican Restaurant","14853 S Founders Crossing","Homer Glen","IL","60491","Will","140703760","Establishment","04/23/2015",
"Garden Gate Peoria, Inc.","Garden Gate Tap","1313 W. Garden St.","Peoria","IL","61602","Peoria","120712504","Establishment","09/23/2014",
"GARF OIL INC.","DK'S SLOTS","229 W STATE ST","HAMEL","IL","62046","Madison","220701963","Establishment","03/16/2023",
"Gario's Pizza Villa, LTD.","Garios Pizza Villa, LTD.","813 Montgomery Road","Montgomery","IL","60538","Kane","120711374","Establishment","09/19/2013",
"Garrett Shores","Duke & Joanies Saloon","230 S. Main Street","Chandlerville","IL","62627","Cass","180703222","Establishment","11/02/2018",
"GARRETT'S MAIN TRACK INN, INC.","GARRETT'S MAIN TRACK INN","135 5th St. ","Carbon Cliff","IL","61239","Rock Island","120709310","Establishment","06/20/2013",
"Garritano's Carol's Corner, Inc.","Carol's Corner","5 E Main St","East Dundee","IL","60118","Kane","120712432","Establishment","10/24/2013",
"GARY A BROOKS","RICO'S","111 WEST COAL ST ","Marietta","IL","61459","Fulton","130700586","Establishment","11/21/2013",
"Gary Wayne Williams","Earls Supper Club","103 W. Union St.","West Union","IL","62477","Clark","170700164","Establishment","02/22/2017",
"Gary Wheaton Group LLC","Rosie O' Reilly's","0N133 Gary Ave.","Wheaton","IL","60187","Dupage","190703997","Establishment","12/17/2020",
"GATES PA., INC.","GIBSON'S MINI MART","15221 S HALSTED STREET","PHOENIX","IL","60426","Cook","150702507","Establishment","01/28/2016",
"Gator's Pub & Grill North, Incorporated","Gator's Pub & Grill North","1719 N Rand Rd","Palatine","IL","60074","Cook","220701802","Establishment","02/09/2023",
"Gatsby's Gaming, LLC","Gatsby's Gaming","200 South Main","Clay City","IL","62824","Clay","140703537","Establishment","03/26/2015",
"Gatsby's Gaming, LLC","Gatsby's Gaming","1005 N West St Suite B","Olney","IL","62450","Richland","220700411","Establishment","06/16/2022",
